cpu_utilization,memory_utilization,storage_gb,data_transfer_gb,duration_hours,pue,carbon_intensity_gco2_kwh,instance_tdp_watts,workload_type,aws_region,co2_emissions_kg
40.63,46.5,1.34,0.846,0.001,1.389,430,35.3,Lambda,ap-southeast-1,0.022048
9.11,29.07,0.95,0.667,0.02,1.588,270,38.8,Lambda,eu-west-1,0.010638
49.78,90.55,426.96,10.529,24.0,1.379,90,59.4,RDS,sa-east-1,0.163293
13.99,7.27,1162.73,49.381,23.575,1.232,380,10.3,S3,us-east-1,1.348534
29.55,38.81,1104.84,88.768,28.7848,1.1,320,12.7,S3,eu-central-1,1.928474
39.9,56.85,0.6,0.467,0.0082,1.431,450,30.2,Lambda,ap-northeast-1,0.012571
37.74,23.35,1113.18,103.281,35.128,1.5,90,8.9,S3,sa-east-1,0.641734
2.25,10.01,1712.33,61.375,17.4624,1.118,430,5.1,S3,ap-southeast-1,1.772293
52.75,44.93,103.71,0.0,13.2523,1.314,90,170.9,EC2,sa-east-1,0.14764
60.13,63.68,924.6,20.3,24.0,1.157,430,40.1,RDS,ap-southeast-1,0.99881
32.05,38.03,1.09,0.508,0.0129,1.323,90,21.9,Lambda,sa-east-1,0.00282
57.32,69.79,510.43,16.097,24.0,1.246,120,92.1,RDS,us-west-2,0.339059
38.23,83.97,901.22,31.505,24.0,1.47,120,110.6,RDS,us-west-2,0.451016
19.01,20.61,2549.02,28.151,28.3231,1.288,320,11.8,S3,eu-central-1,0.945226
13.71,1.0,4.05,0.244,0.0199,1.317,430,34.3,Lambda,ap-southeast-1,0.00641
69.67,66.15,644.26,25.174,24.0,1.355,450,147.1,RDS,ap-northeast-1,2.300755
26.64,36.85,2.87,0.303,0.0131,1.243,430,14.1,Lambda,ap-southeast-1,0.008067
24.51,67.31,2.12,0.222,0.0142,1.552,430,44.9,Lambda,ap-southeast-1,0.005956
57.55,70.92,796.59,26.71,24.0,1.345,120,146.0,RDS,us-west-2,0.545937
46.48,,378.73,4.248,24.0,1.295,450,129.6,RDS,ap-northeast-1,1.002732
51.89,52.69,56.17,14.086,7.0723,1.439,430,64.3,EC2,ap-southeast-1,0.516479
24.55,14.9,1044.73,129.262,16.8668,1.165,450,7.0,S3,ap-northeast-1,3.644888
66.39,60.95,58.27,33.099,2.3437,1.561,450,185.7,EC2,ap-northeast-1,1.078129
54.02,43.45,0.99,0.261,0.0188,1.173,90,18.2,Lambda,sa-east-1,0.001394
15.86,20.44,367.39,84.936,30.2113,1.201,320,17.6,S3,eu-central-1,1.678225
22.04,37.37,4.28,0.412,0.0153,1.272,450,18.7,Lambda,ap-northeast-1,0.010851
46.54,8.55,0.0,0.149,0.0196,1.297,120,33.2,Lambda,us-west-2,0.001139
65.84,29.55,190.22,30.457,3.4984,1.186,270,109.5,EC2,eu-west-1,0.58932
24.29,31.0,0.0,0.534,0.02,1.7,380,47.0,Lambda,us-east-1,0.012566
51.97,39.36,2.2,0.628,0.0089,1.454,100,37.1,Lambda,ca-central-1,0.003718
16.45,53.03,50.49,0.0,10.3161,1.333,90,207.2,EC2,sa-east-1,0.042289
63.48,61.16,422.99,35.823,24.0,1.463,90,113.0,RDS,sa-east-1,0.440336
47.38,10.87,0.06,0.288,0.0094,1.236,430,47.6,Lambda,ap-southeast-1,0.00744
31.37,65.57,276.07,37.715,24.0,1.203,100,96.1,RDS,ca-central-1,0.328802
13.23,21.93,2254.14,79.939,19.9057,1.4,450,5.2,S3,ap-northeast-1,2.538934
16.24,67.39,108.05,38.314,8.8528,1.166,450,182.1,EC2,ap-northeast-1,1.211553
12.89,58.97,538.11,5.082,24.0,1.247,430,107.7,RDS,ap-southeast-1,0.394259
80.99,63.36,366.1,,9.9117,1.609,380,61.8,EC2,us-east-1,1.423639
1.0,21.27,1001.24,141.194,22.6142,1.343,450,3.3,S3,ap-northeast-1,3.981023
53.43,92.96,0.0,79.63,12.1425,1.271,120,190.2,EC2,us-west-2,0.741027
4.76,7.98,805.76,92.311,8.2408,1.426,270,10.5,S3,eu-west-1,1.510087
50.81,55.84,1.8,0.702,0.0096,1.571,450,25.5,Lambda,ap-northeast-1,0.018962
11.91,6.53,1484.92,34.235,24.0319,1.225,120,14.7,S3,us-west-2,0.323161
27.63,47.89,618.23,25.323,24.0,1.397,120,58.6,RDS,us-west-2,0.277331
39.38,99.81,212.43,,8.7616,1.326,120,204.3,EC2,us-west-2,0.376289
43.21,2.32,0.42,0.64,0.0144,1.211,120,9.2,Lambda,us-west-2,0.004523
11.54,20.64,1.38,0.492,0.0036,1.205,100,31.9,Lambda,ca-central-1,0.00295
75.71,60.45,2.13,0.258,0.0095,1.341,320,16.8,Lambda,eu-central-1,0.005143
54.04,25.66,1.42,0.838,0.012,1.261,380,37.6,Lambda,us-east-1,0.019031
61.4,31.75,2.46,0.469,0.001,1.384,90,33.4,Lambda,sa-east-1,0.002579
1.0,13.78,1.21,0.721,0.011,1.319,450,33.3,Lambda,ap-northeast-1,0.019566
62.14,46.11,2.22,0.412,0.0145,1.204,120,23.9,Lambda,us-west-2,0.003054
10.15,,1733.02,149.441,33.7634,1.295,270,13.8,S3,eu-west-1,2.696708
54.91,5.45,0.0,0.294,0.0082,1.565,270,35.7,Lambda,eu-west-1,0.004945
47.51,67.28,171.0,31.446,24.0,1.485,100,100.6,RDS,ca-central-1,0.35869
13.03,37.59,848.34,40.255,29.2265,1.258,380,7.7,S3,us-east-1,1.105766
15.18,44.25,1.39,0.824,0.0138,1.333,90,30.9,Lambda,sa-east-1,0.004577
100.0,30.94,233.42,14.893,7.3682,1.162,320,295.7,EC2,eu-central-1,1.088344
44.57,57.42,2.38,0.0,0.011,1.15,90,31.9,Lambda,sa-east-1,0.0001
1.0,13.1,1350.12,37.974,27.9017,1.122,450,3.2,S3,ap-northeast-1,1.343401
34.07,41.57,3.12,0.549,0.0188,1.316,270,38.1,Lambda,eu-west-1,0.009008
21.43,47.61,1.6,0.409,0.0038,1.373,380,24.1,Lambda,us-east-1,0.009347
68.55,44.91,60.91,14.299,24.0,1.423,380,15.3,RDS,us-east-1,0.481715
38.52,85.37,3.05,0.652,0.0065,1.348,90,47.8,Lambda,sa-east-1,0.00357
38.88,64.31,269.68,8.575,24.0,1.443,430,69.3,RDS,ap-southeast-1,0.685228
52.11,83.65,0.0,20.33,7.3561,1.349,320,22.3,EC2,eu-central-1,0.418271
4.24,27.28,737.91,79.279,7.5162,1.346,430,17.7,S3,ap-southeast-1,2.120117
22.73,65.39,342.72,32.249,24.0,1.293,90,98.1,RDS,sa-east-1,0.250492
14.22,1.0,1365.74,75.265,34.0122,1.609,100,16.3,S3,ca-central-1,0.549365
35.74,99.27,320.39,67.38,18.0508,1.442,430,128.0,EC2,ap-southeast-1,2.312694
26.78,73.05,1.93,0.573,0.0168,1.197,380,50.6,Lambda,us-east-1,0.012836
10.47,26.21,2555.86,43.825,21.6167,1.474,100,2.9,S3,ca-central-1,0.353215
51.9,63.0,182.24,,12.7349,1.397,430,26.9,EC2,ap-southeast-1,1.563335
13.37,34.76,0.0,48.118,26.3053,1.525,100,10.3,S3,ca-central-1,0.286117
50.72,13.38,3.0,0.763,0.0063,1.1,100,20.3,Lambda,ca-central-1,0.004478
14.19,16.1,600.33,42.508,27.2707,1.323,100,16.7,S3,ca-central-1,0.286356
31.6,85.53,257.4,30.813,24.0,1.288,270,97.1,RDS,eu-west-1,0.770077
55.22,73.67,765.24,14.63,24.0,1.392,380,96.1,RDS,us-east-1,1.150919
45.84,22.52,3.16,0.77,0.0113,1.237,100,22.9,Lambda,ca-central-1,0.004563
19.05,1.0,2.46,0.405,0.0077,1.347,120,37.9,Lambda,us-west-2,0.002924
37.58,59.62,243.66,0.0,10.603,1.418,120,237.4,EC2,us-west-2,0.169265
21.64,18.6,1264.42,11.131,35.1761,1.243,270,13.2,S3,eu-west-1,0.411352
17.01,16.54,1565.42,0.0,30.6582,1.408,380,4.6,S3,us-east-1,0.329799
48.38,51.75,1.87,0.418,0.0171,1.233,320,31.7,Lambda,eu-central-1,0.008025
17.18,17.31,315.45,15.098,14.326,1.61,450,11.7,S3,ap-northeast-1,0.452492
35.86,66.06,0.38,0.0,0.0097,1.262,320,13.9,Lambda,eu-central-1,0.0001
52.92,71.6,321.19,25.71,24.0,1.134,380,94.4,RDS,us-east-1,1.129192
15.99,23.98,0.0,59.93,37.8575,1.355,100,6.3,S3,ca-central-1,0.355917
15.69,30.62,159.75,6.108,17.5521,1.391,380,1.6,S3,us-east-1,0.161395
66.79,72.35,168.54,55.825,15.4178,1.185,120,65.3,EC2,us-west-2,0.514363
15.28,12.46,983.66,75.607,14.6287,1.601,430,16.5,S3,ap-southeast-1,2.031802
45.83,64.29,313.41,17.566,13.4666,1.448,120,185.3,EC2,us-west-2,0.342361
60.06,67.6,2.45,0.855,0.0073,1.357,90,26.5,Lambda,sa-east-1,0.004596
71.19,46.27,0.93,0.48,0.0112,1.47,380,25.7,Lambda,us-east-1,0.011212
50.75,72.4,554.78,3.134,24.0,1.14,380,49.3,RDS,us-east-1,0.427515
26.29,20.51,214.27,33.86,28.445,1.53,120,11.0,S3,us-west-2,0.277291
10.11,17.34,1884.39,0.0,18.0732,1.295,430,6.7,S3,ap-southeast-1,0.254222
59.51,36.5,218.79,0.0,11.5085,1.362,380,98.4,EC2,us-east-1,0.366003
44.11,39.49,1.77,0.446,0.0037,1.292,100,34.1,Lambda,ca-central-1,0.002649
57.15,22.32,2.38,0.783,0.0037,1.307,100,26.4,Lambda,ca-central-1,0.004681
4.45,59.07,237.98,12.902,8.515,1.527,120,139.5,EC2,us-west-2,0.109376
38.35,35.37,2.35,0.275,0.009,1.454,100,55.7,Lambda,ca-central-1,0.00165
47.72,28.22,2.42,0.084,0.0035,1.507,270,21.3,Lambda,eu-west-1,0.001334
2.37,18.22,1021.21,67.792,24.2615,1.167,320,5.6,S3,eu-central-1,1.460739
58.17,32.51,322.45,16.59,24.0,1.537,430,115.1,RDS,ap-southeast-1,1.554674
4.57,19.72,1968.65,50.651,21.1773,1.413,450,16.0,S3,ap-northeast-1,1.693705
65.89,60.8,348.7,4.129,24.0,1.496,430,109.1,RDS,ap-southeast-1,1.248899
32.39,6.86,561.03,115.184,19.1817,1.314,120,11.3,S3,us-west-2,0.85107
66.73,60.95,273.13,72.603,0.001,1.388,450,68.7,EC2,ap-northeast-1,1.987959
57.48,85.04,0.0,30.859,24.0,1.281,320,72.2,RDS,eu-central-1,0.977229
20.46,76.04,160.32,0.0,24.0,1.357,270,29.1,RDS,eu-west-1,0.069529
51.55,84.75,365.91,38.036,12.5972,1.255,100,81.7,EC2,ca-central-1,0.29868
24.54,24.87,34.3,1.421,6.5157,1.37,450,261.1,EC2,ap-northeast-1,0.298742
30.13,41.7,0.0,0.925,0.0157,1.495,320,48.4,Lambda,eu-central-1,0.017645
50.29,14.72,2.52,0.3,0.015,1.473,90,27.6,Lambda,sa-east-1,0.0016
18.03,22.69,380.73,0.0,23.9477,1.316,320,7.4,S3,eu-central-1,0.064507
69.24,60.22,274.24,22.306,24.0,1.301,90,85.3,RDS,sa-east-1,0.293198
33.91,50.81,0.0,0.15,0.0029,1.573,380,10.5,Lambda,us-east-1,0.003342
59.57,53.48,2.28,0.621,0.0225,1.41,320,17.8,Lambda,eu-central-1,0.012128
54.9,65.72,304.32,48.528,24.0,1.337,270,138.3,RDS,eu-west-1,1.520642
100.0,99.04,58.31,46.397,22.2681,1.359,100,227.0,EC2,ca-central-1,0.948834
1.0,35.34,2226.46,47.382,20.3849,1.49,320,8.0,S3,eu-central-1,1.18013
12.56,25.02,916.6,101.513,17.5696,1.414,100,9.3,S3,ca-central-1,0.628225
22.68,20.01,768.8,4.598,14.2286,1.287,100,1.0,S3,ca-central-1,0.045769
29.37,19.47,2132.6,90.839,25.3116,1.279,100,14.7,S3,ca-central-1,0.658145
89.04,42.54,1.24,0.714,0.014,1.42,100,34.9,Lambda,ca-central-1,0.004215
38.84,68.65,184.8,0.0,9.1894,1.238,120,110.4,EC2,us-west-2,0.060813
50.12,19.72,0.88,0.942,0.0182,1.31,100,22.7,Lambda,ca-central-1,0.005753
46.06,67.04,435.32,34.035,24.0,1.176,270,108.8,RDS,eu-west-1,0.960853
5.85,12.12,1404.34,0.0,24.6874,1.293,120,4.7,S3,us-west-2,0.070416
19.3,65.3,0.0,15.087,24.0,1.264,270,63.6,RDS,eu-west-1,0.343353
49.75,74.28,368.75,36.844,11.0944,1.348,120,128.4,EC2,us-west-2,0.394459
53.29,74.64,741.75,20.66,24.0,,430,140.0,RDS,ap-southeast-1,1.752437
51.45,44.96,414.71,,24.0,1.4,430,128.5,RDS,ap-southeast-1,1.710183
56.44,100.0,96.49,27.229,8.247,1.368,270,197.4,EC2,eu-west-1,0.761968
76.64,59.53,0.0,0.639,0.0188,1.501,90,34.5,Lambda,sa-east-1,0.003459
72.79,81.42,1098.11,26.668,24.0,1.321,430,113.7,RDS,ap-southeast-1,2.041588
28.77,70.85,233.78,49.542,24.0,1.262,430,77.7,RDS,ap-southeast-1,1.594849
12.26,30.27,2.88,0.433,0.0151,1.722,270,25.3,Lambda,eu-west-1,0.007228
40.26,68.45,589.22,,24.0,1.29,380,48.9,RDS,us-east-1,0.36538
21.65,50.64,2.18,0.754,0.0046,1.387,120,17.2,Lambda,us-west-2,0.005591
34.4,28.89,2.05,0.417,0.0143,1.354,320,40.1,Lambda,eu-central-1,0.008044
10.1,18.99,1654.72,34.811,28.1916,1.253,430,7.7,S3,ap-southeast-1,1.218869
69.23,84.76,93.81,70.459,0.001,1.312,430,116.1,EC2,ap-southeast-1,1.861772
9.85,20.27,1473.08,42.429,23.3368,1.422,380,15.1,S3,us-east-1,1.226797
58.61,50.23,6.59,44.936,7.9006,1.346,450,67.3,EC2,ap-northeast-1,1.396783
39.5,,3.08,0.362,0.0016,1.509,450,19.0,Lambda,ap-northeast-1,0.010069
1.0,93.22,181.12,27.909,24.0,1.305,450,97.3,RDS,ap-northeast-1,0.792213
30.49,66.84,255.39,0.0,0.001,1.509,100,111.9,EC2,ca-central-1,0.0001
84.73,75.24,696.34,19.401,24.0,1.1,90,80.0,RDS,sa-east-1,0.291965
38.7,20.63,2.26,0.613,0.0163,1.2,90,28.1,Lambda,sa-east-1,0.003415
38.01,63.76,520.86,18.536,24.0,1.168,430,137.1,RDS,ap-southeast-1,1.16496
29.14,15.9,1189.26,33.398,14.1517,1.257,100,11.8,S3,ca-central-1,0.239817
100.0,27.93,1.23,0.621,0.0145,,270,27.9,Lambda,eu-west-1,0.010294
6.96,35.38,1272.99,125.131,31.2756,1.312,100,12.4,S3,ca-central-1,0.816135
54.94,85.01,64.52,18.638,24.0,1.469,90,99.3,RDS,sa-east-1,0.27631
62.31,9.44,2.85,0.981,0.0129,1.28,380,23.7,Lambda,us-east-1,0.022342
6.84,25.07,1626.62,101.123,30.0217,1.413,320,20.9,S3,eu-central-1,2.2045
78.2,67.44,0.0,47.848,9.2147,1.322,100,61.3,EC2,ca-central-1,0.352464
83.11,54.26,827.16,3.225,24.0,1.363,270,127.4,RDS,eu-west-1,1.081035
35.22,27.21,571.45,68.986,4.3027,1.289,380,9.8,S3,us-east-1,1.631743
75.68,39.1,0.99,0.829,0.0076,1.299,270,27.2,Lambda,eu-west-1,0.013235
4.17,25.55,1.05,30.275,20.7961,1.353,320,6.3,S3,eu-central-1,0.586333
49.25,100.0,168.07,26.844,0.001,1.276,380,175.5,EC2,us-east-1,0.595651
18.33,1.0,789.16,20.692,11.3737,1.387,90,15.7,S3,sa-east-1,0.132298
35.42,50.37,3.96,0.741,0.0123,1.315,380,30.4,Lambda,us-east-1,0.017063
35.74,56.75,57.64,33.065,0.001,1.365,120,61.7,EC2,us-west-2,0.2386
1.0,20.95,1587.77,52.366,35.9887,1.302,320,17.8,S3,eu-central-1,1.349343
57.96,31.8,1.92,0.829,0.001,,270,24.1,Lambda,eu-west-1,0.013628
46.07,69.77,1131.13,31.076,24.0,1.452,120,85.4,RDS,us-west-2,0.44455
37.96,50.64,0.93,0.694,0.0028,1.289,270,43.6,Lambda,eu-west-1,0.011043
23.15,2.41,1776.17,63.115,28.0692,1.1,120,12.4,S3,us-west-2,0.557917
7.65,40.18,280.64,0.0,24.0,1.353,430,16.8,RDS,ap-southeast-1,0.067936
22.88,66.74,525.38,46.002,24.0,1.275,380,155.1,RDS,us-east-1,1.537013
8.32,25.34,0.42,23.884,18.5936,1.511,100,4.2,S3,ca-central-1,0.146787
62.15,60.46,148.61,52.906,13.7139,1.451,90,158.0,EC2,sa-east-1,0.456271
40.32,57.75,1.51,0.734,0.0186,1.229,270,38.2,Lambda,eu-west-1,0.012119
45.04,37.06,1.77,0.107,0.005,1.309,270,27.3,Lambda,eu-west-1,0.001745
72.06,73.35,229.83,41.508,8.3238,1.392,320,132.7,EC2,eu-central-1,1.159589
18.26,67.69,660.31,6.547,24.0,1.342,120,138.4,RDS,us-west-2,0.180224
15.65,12.44,1528.99,13.802,22.1866,1.325,450,4.7,S3,ap-northeast-1,0.642051
73.87,32.89,2.31,0.029,0.0183,1.533,430,28.1,Lambda,ap-southeast-1,0.000975
81.99,45.98,350.83,106.688,8.4665,1.372,380,252.9,EC2,us-east-1,3.358319
37.58,14.28,2.12,0.334,0.0245,1.325,320,28.1,Lambda,eu-central-1,0.006694
29.7,55.97,1.68,0.425,0.018,1.242,320,29.1,Lambda,eu-central-1,0.008459
47.33,28.8,0.0,40.149,11.1234,1.29,430,22.2,EC2,ap-southeast-1,1.089647
66.97,65.97,210.54,0.0,13.6195,1.404,450,171.8,EC2,ap-northeast-1,0.987478
61.39,53.5,0.0,0.0,3.4005,1.346,430,237.5,EC2,ap-southeast-1,0.281096
81.77,79.1,1.12,0.763,0.0051,1.51,320,36.5,Lambda,eu-central-1,0.014677
32.16,80.71,635.43,41.43,24.0,1.283,270,145.8,RDS,eu-west-1,1.141193
16.33,16.73,1323.58,113.704,10.6376,1.264,120,10.0,S3,us-west-2,0.85336
38.43,79.8,379.83,7.266,8.198,1.423,380,144.3,EC2,us-east-1,0.436646
12.06,22.01,860.25,136.319,29.5895,1.52,90,8.2,S3,sa-east-1,0.799993
1.96,21.91,1969.98,93.786,20.3347,1.34,270,13.7,S3,eu-west-1,1.696462
73.94,52.73,0.0,0.271,0.0113,1.481,100,19.1,Lambda,ca-central-1,0.001677
54.74,58.71,262.9,1.385,4.9051,1.439,270,209.2,EC2,eu-west-1,0.245731
47.76,55.76,283.2,0.0,9.6463,1.278,450,89.7,EC2,ap-northeast-1,0.256222
45.6,94.24,320.38,15.078,24.0,1.291,380,59.3,RDS,us-east-1,0.694651
50.38,54.58,303.85,51.813,24.0,1.536,320,53.0,RDS,eu-central-1,1.348718
11.61,98.67,363.18,36.157,24.0,1.371,320,126.6,RDS,eu-central-1,0.917079
83.29,1.25,2.41,0.575,0.0072,1.411,90,34.2,Lambda,sa-east-1,0.003207
74.55,85.02,118.65,0.0,8.079,,380,267.1,EC2,us-east-1,0.85165
68.62,32.97,1.06,0.222,0.0058,1.418,120,17.4,Lambda,us-west-2,0.001659
72.28,90.58,102.95,30.503,9.7148,1.172,450,108.1,EC2,ap-northeast-1,1.245033
25.33,71.07,0.0,66.587,0.001,1.121,380,109.4,EC2,us-east-1,1.48712
53.71,66.37,271.82,37.333,5.2324,1.295,270,71.2,EC2,eu-west-1,0.673316
5.3,32.0,1417.34,25.379,9.2638,1.315,120,11.0,S3,us-west-2,0.212561
15.08,5.07,1032.97,42.361,27.0508,1.305,100,10.3,S3,ca-central-1,0.302404
78.17,52.05,0.0,52.081,11.3447,1.344,380,277.9,EC2,us-east-1,2.431409
27.2,50.62,217.01,31.045,13.7142,1.266,100,172.5,EC2,ca-central-1,0.273473
40.49,64.76,808.82,12.926,24.0,1.437,120,141.1,RDS,us-west-2,0.368217
49.14,37.14,1099.25,0.0,24.0,1.66,90,70.2,RDS,sa-east-1,0.168626
52.86,24.62,0.59,,0.0068,1.434,100,38.1,Lambda,ca-central-1,0.003242
27.78,24.98,1930.38,60.761,35.0902,1.495,100,7.4,S3,ca-central-1,0.489437
6.0,14.27,0.0,100.601,28.7297,1.269,380,3.3,S3,us-east-1,2.29447
72.17,50.6,0.0,32.988,24.0,1.478,120,154.1,RDS,us-west-2,0.72779
20.16,28.7,1167.48,55.973,33.604,1.418,380,4.5,S3,us-east-1,1.536188
29.58,32.04,22.19,34.379,15.7177,1.264,90,142.7,EC2,sa-east-1,0.268457
27.98,77.51,916.18,26.338,24.0,1.321,120,130.4,RDS,us-west-2,0.374467
18.48,13.01,1532.29,59.582,25.0502,1.577,450,9.9,S3,ap-northeast-1,1.973755
12.73,2.7,0.0,21.859,20.471,1.307,90,11.1,S3,sa-east-1,0.121902
26.4,42.2,1575.82,70.887,22.3661,1.52,270,9.1,S3,eu-west-1,1.366395
57.95,28.29,0.76,0.383,0.0099,1.53,380,28.9,Lambda,us-east-1,0.008832
25.38,29.71,1427.3,58.616,30.3993,1.33,90,12.2,S3,sa-east-1,0.389991
31.1,72.46,118.15,51.307,0.001,1.12,100,136.7,EC2,ca-central-1,0.313431
34.41,,168.62,51.083,9.0389,1.242,270,240.1,EC2,eu-west-1,1.070952
66.78,57.48,830.52,3.419,24.0,1.275,450,140.0,RDS,ap-northeast-1,1.523164
64.08,35.3,302.27,38.426,2.8043,1.369,120,83.2,EC2,us-west-2,0.304154
61.04,47.57,375.43,45.596,24.0,1.356,320,102.4,RDS,eu-central-1,1.584482
20.43,63.7,0.0,33.76,24.0,1.115,100,16.9,RDS,ca-central-1,0.208449
26.96,60.07,11.35,34.564,7.6528,1.294,120,216.6,EC2,us-west-2,0.314463
26.33,27.8,1589.75,71.88,34.9345,1.509,430,11.4,S3,ap-southeast-1,2.268123
45.02,27.89,2.4,0.139,0.0103,1.411,380,36.0,Lambda,us-east-1,0.003297
7.87,41.96,1.4,0.496,0.0089,1.588,90,33.1,Lambda,sa-east-1,0.002629
20.83,34.11,46.48,65.544,14.329,1.372,320,127.3,EC2,eu-central-1,1.458422
52.09,26.77,1.11,0.593,0.0071,1.376,320,6.7,Lambda,eu-central-1,0.011553
8.59,1.0,1229.73,35.734,33.5136,1.379,380,10.6,S3,us-east-1,1.097927
33.39,26.7,658.94,38.592,22.0171,1.414,100,11.3,S3,ca-central-1,0.270405
1.58,70.16,2.86,0.756,0.0095,1.489,90,28.0,Lambda,sa-east-1,0.004019
74.37,34.2,1.69,0.445,0.0069,1.287,90,43.9,Lambda,sa-east-1,0.002476
56.2,76.14,95.67,8.616,4.9341,1.361,380,189.1,EC2,us-east-1,0.465552
1.0,30.55,1150.06,31.028,32.0469,1.298,450,9.3,S3,ap-northeast-1,1.126537
67.21,79.06,207.4,21.914,24.0,1.239,270,47.9,RDS,eu-west-1,0.63214
41.59,61.29,321.67,10.424,15.6645,1.389,120,137.2,EC2,us-west-2,0.231408
54.58,79.98,526.31,26.519,24.0,1.273,380,76.5,RDS,us-east-1,1.150822
61.33,86.95,1013.53,6.461,24.0,1.461,120,146.4,RDS,us-west-2,0.469829
51.37,1.0,2.39,0.631,0.0014,1.317,120,10.9,Lambda,us-west-2,0.004496
32.21,18.28,975.54,14.681,27.312,1.553,120,5.3,S3,us-west-2,0.163951
39.94,94.28,202.37,7.457,24.0,1.292,320,136.5,RDS,eu-central-1,0.695181
20.07,27.57,273.11,25.529,30.4061,1.176,380,6.4,S3,us-east-1,0.67202
25.41,43.45,424.71,6.688,3.0301,1.372,380,148.5,EC2,us-east-1,0.214209
73.01,37.94,2.61,0.325,0.005,1.462,100,24.4,Lambda,ca-central-1,0.001974
64.27,24.12,1.7,0.371,0.0139,1.389,120,37.8,Lambda,us-west-2,0.00266
34.68,31.78,2179.7,0.0,30.9282,1.345,90,10.3,S3,sa-east-1,0.113912
16.63,31.35,79.72,32.361,5.3298,1.267,120,156.3,EC2,us-west-2,0.258561
72.25,34.4,3.51,0.709,0.0064,1.259,450,23.5,Lambda,ap-northeast-1,0.019525
47.38,34.62,267.55,38.195,24.0,1.12,100,46.7,RDS,ca-central-1,0.30345
16.44,64.75,866.85,19.238,24.0,1.285,100,182.1,RDS,ca-central-1,0.24788
70.45,56.07,115.41,21.415,12.8131,1.404,90,178.3,EC2,sa-east-1,0.312825
1.0,44.31,4.15,0.291,0.0147,1.188,450,18.7,Lambda,ap-northeast-1,0.007665
68.21,64.21,31.68,50.73,8.4531,1.544,380,132.2,EC2,us-east-1,1.59963
3.02,7.79,845.12,33.543,12.7839,1.395,270,3.6,S3,eu-west-1,0.583204
14.83,9.41,0.0,0.0,10.6702,1.3,120,12.6,S3,us-west-2,0.003017
12.13,11.53,1788.96,62.356,33.3511,1.397,90,17.2,S3,sa-east-1,0.438691
36.2,41.04,224.55,22.428,10.0304,1.298,320,53.0,EC2,eu-central-1,0.511051
18.4,76.13,198.91,34.542,11.5289,1.462,270,158.8,EC2,eu-west-1,0.72132
10.56,18.69,566.83,66.917,29.1241,1.196,320,18.0,S3,eu-central-1,1.409351
12.79,18.11,631.83,33.021,30.1934,1.346,380,11.4,S3,us-east-1,0.898357
41.04,39.58,0.71,0.15,0.002,1.361,270,34.2,Lambda,eu-west-1,0.002443
32.89,1.0,1.28,0.692,0.0128,1.229,320,30.3,Lambda,eu-central-1,0.013216
69.33,35.02,3.63,0.222,0.0131,1.325,380,14.1,Lambda,us-east-1,0.005046
34.7,60.3,371.28,31.418,24.0,1.431,90,76.3,RDS,sa-east-1,0.25883
1.66,23.13,2.33,0.572,0.0115,1.319,320,42.5,Lambda,eu-central-1,0.01123
44.18,63.94,466.11,31.03,24.0,1.311,380,134.2,RDS,us-east-1,1.446219
53.21,54.16,174.13,55.456,4.4602,1.425,430,117.8,EC2,ap-southeast-1,1.573287
13.42,46.57,1106.88,14.99,24.0,1.257,120,111.0,RDS,us-west-2,0.213691
66.81,72.69,212.94,12.893,1.9671,1.392,270,325.6,EC2,eu-west-1,0.366364
82.66,72.32,162.64,45.267,0.001,1.392,320,23.2,EC2,eu-central-1,0.843334
83.12,71.64,387.76,25.831,24.0,1.404,450,95.7,RDS,ap-northeast-1,2.018823
35.56,66.97,74.11,88.466,13.6832,1.433,430,281.1,EC2,ap-southeast-1,3.112571
57.07,37.24,2.97,0.759,0.0093,1.332,450,30.2,Lambda,ap-northeast-1,0.020044
2.03,25.53,0.39,0.588,0.0047,1.353,120,28.8,Lambda,us-west-2,0.004305
54.77,69.19,400.61,23.632,9.6624,1.578,430,110.4,EC2,ap-southeast-1,1.049793
15.5,18.87,737.74,110.841,27.3068,1.29,90,15.3,S3,sa-east-1,0.638697
52.0,,391.99,34.006,24.0,1.428,320,64.7,RDS,eu-central-1,1.050853
49.3,,641.24,29.487,24.0,,100,131.6,RDS,ca-central-1,0.42877
53.89,56.53,127.04,35.381,7.6703,1.338,320,141.9,EC2,eu-central-1,0.939861
35.46,23.92,1.25,0.254,0.0105,1.253,90,22.4,Lambda,sa-east-1,0.001424
50.1,87.9,479.09,22.133,24.0,1.548,100,113.9,RDS,ca-central-1,0.362077
61.57,,0.0,25.947,24.0,1.465,270,116.2,RDS,eu-west-1,1.069853
38.39,39.58,290.11,2.515,24.0,1.196,100,86.7,RDS,ca-central-1,0.120491
24.92,53.38,0.0,34.934,24.0,1.359,380,130.2,RDS,us-east-1,1.18979
87.09,53.13,275.32,33.977,3.5531,1.335,120,1.0,EC2,us-west-2,0.242566
25.27,69.63,424.31,4.962,24.0,1.513,270,121.5,RDS,eu-west-1,0.438176
94.63,91.4,0.0,16.289,0.001,1.343,120,191.9,EC2,us-west-2,0.115186
37.6,,0.14,0.473,0.0034,1.501,320,45.1,Lambda,eu-central-1,0.009378
29.01,37.93,2.58,0.001,0.0121,1.607,120,39.4,Lambda,us-west-2,0.0001
